CountryName,CountryCode,SeriesName,SeriesCode,[2021_YR2021],[2022_YR2022],[2022_[YR2023]
Honduras,HND,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,1.022021798,0.065392963,0.666636914
Honduras,HND,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,287641203,20550420.04,229326497.2
Honduras,HND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.810501575,4.441578865,4.046160221
Honduras,HND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,15.37228012
Honduras,HND,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..
Honduras,HND,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..
Honduras,HND,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,..,..,..
"Hong Kong SAR, China",HKG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3.30112E+11,3.17952E+11,3.2837E+11
"Hong Kong SAR, China",HKG,GDP (constant LCU),NY.GDP.MKTP.KN,2.91641E+12,2.80898E+12,2.90102E+12
"Hong Kong SAR, China",HKG,GDP (current LCU),NY.GDP.MKTP.CN,2.86797E+12,2.80898E+12,2.9816E+12
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,3.68954E+11,3.58681E+11,3.80812E+11
"Hong Kong SAR, China",HKG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,98.33919042,100,102.7777491
"Hong Kong SAR, China",HKG,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,98.33919042,100,102.7777491
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.454408241,-3.683571131,3.276526256
"Hong Kong SAR, China",HKG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,44530.94119,43281.79551,43572.96105
"Hong Kong SAR, China",HKG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,393412.8772,382377.1797,384949.5097
"Hong Kong SAR, China",HKG,GDP per capita (current LCU),NY.GDP.PCAP.CN,386879.0385,382377.1797,395642.4411
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,49770.56424,48826.05277,50531.73854
"Hong Kong SAR, China",HKG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.429473236,-2.805118519,0.672720576
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,65884.93763,64036.78704,64467.57568
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,65884.93763,68602.27751,71548.9642
"Hong Kong SAR, China",HKG,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,133018.796,129856.9349,129600.4455
"Hong Kong SAR, China",HKG,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,..,..,..
"Hong Kong SAR, China",HKG,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,..,..,..
"Hong Kong SAR, China",HKG,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,4.88412E+11,4.70421E+11,4.85834E+11
"Hong Kong SAR, China",HKG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4.88412E+11,5.03959E+11,5.392E+11
"Hong Kong SAR, China",HKG,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,2.86797E+12,2.80898E+12,2.9816E+12
"Hong Kong SAR, China",HKG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,0.68363696,1.688858298,2.777749052
"Hong Kong SAR, China",HKG,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.68363696,1.688858298,2.777749052
"Hong Kong SAR, China",HKG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.568758344,1.881367072,2.096605112
"Hong Kong SAR, China",HKG,Trade (% of GDP),NE.TRD.GNFS.ZS,402.4596815,384.879499,352.7986474
"Hong Kong SAR, China",HKG,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,38.18002171,40.78956151,46.71757199
"Hong Kong SAR, China",HKG,"Trademark applications, nonresident, by count",IP.TMK.NRCT,45546,..,..
"Hong Kong SAR, China",HKG,"Trademark applications, resident, by count",IP.TMK.RSCT,31154,..,..
"Hong Kong SAR, China",HKG,Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,..,..,..
"Hong Kong SAR, China",HKG,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,18515809756,0,-22639822967
"Hong Kong SAR, China",HKG,Taxes on international trade (current LCU),GC.TAX.INTT.CN,..,..,..
"Hong Kong SAR, China",HKG,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-43744587328,-3405694646,-8396908249
"Hong Kong SAR, China",HKG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,37.18381916,34.12723019,29.17690913
"Hong Kong SAR, China",HKG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1.37191E+11,1.22408E+11,1.11109E+11
"Hong Kong SAR, China",HKG,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,25.32741003,33.17776071,26.97187615
"Hong Kong SAR, China",HKG,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,93446535398,1.19002E+11,1.02712E+11
"Hong Kong SAR, China",HKG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.000309944,3.728660107,3.803100109
"Hong Kong SAR, China",HKG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,14.85682678,..,..
"Hong Kong SAR, China",HKG,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..
"Hong Kong SAR, China",HKG,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..
"Hong Kong SAR, China",HKG,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,..,..,..
Hungary,HUN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.50711E+11,1.57619E+11,1.56188E+11
Hungary,HUN,GDP (constant LCU),NY.GDP.MKTP.KN,4.20985E+13,4.4028E+13,4.36284E+13
Hungary,HUN,GDP (current LCU),NY.GDP.MKTP.CN,5.5205E+13,6.59517E+13,7.4992E+13
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1.8211E+11,1.77006E+11,2.12389E+11
Hungary,HUN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,131.1330113,149.7949975,171.8882694
Hungary,HUN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,131.1330113,149.7949975,171.8882694
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.06122061,4.583407673,-0.907685956
Hungary,HUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,15521.38159,16343.05869,16282.83035
Hungary,HUN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4335626.322,4565147.443,4548323.708
Hungary,HUN,GDP per capita (current LCU),NY.GDP.PCAP.CN,5685437.355,6838362.499,7818034.909
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,18755.10235,18353.29836,22141.86698
Hungary,HUN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.505105162,5.293840018,-0.368525543
Hungary,HUN,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,38289.58021,40316.56934,40167.99248
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,38289.58021,43665.19345,44904.95307
Hungary,HUN,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,78876.00512,81687.35047,80892.96506
Hungary,HUN,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,..,..,..
Hungary,HUN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,..,..,..
Hungary,HUN,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,3.71788E+11,3.88828E+11,3.85299E+11
Hungary,HUN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3.71788E+11,4.21124E+11,4.30737E+11
Hungary,HUN,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,5.5205E+13,6.59517E+13,7.4992E+13
Hungary,HUN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,6.439248105,14.23134116,14.74900514
Hungary,HUN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,6.439248105,14.23134116,14.74900514
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.110965344,14.60814395,17.12496597
Hungary,HUN,Trade (% of GDP),NE.TRD.GNFS.ZS,159.6882741,185.2711132,157.2962239
Hungary,HUN,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,26.46386319,30.64433898,28.97242916
Hungary,HUN,"Trademark applications, nonresident, by count",IP.TMK.NRCT,4089,..,..
Hungary,HUN,"Trademark applications, resident, by count",IP.TMK.RSCT,7979,..,..
Hungary,HUN,Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,..,..,..
Hungary,HUN,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,-5.77348E+11,-2.90052E+12,-4.63817E+11
Hungary,HUN,Taxes on international trade (current LCU),GC.TAX.INTT.CN,..,..,..
Hungary,HUN,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-3962784856,-4156065353,-1684064630
Hungary,HUN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,18.38887572,-1.122794398,-34.01036057
Hungary,HUN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,33487981474,-1987414897,-72234232901
Hungary,HUN,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,16.21283658,-3.470772621,-34.8032761
Hungary,HUN,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,29525196618,-6143480250,-73918297531
Hungary,HUN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.684060097,..,..
Hungary,HUN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,10.36329174,..,..
Hungary,HUN,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..
Hungary,HUN,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..
Hungary,HUN,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,..,..,..
Iceland,ISL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,20304846332,22130761184,23245527336
Iceland,ISL,GDP (constant LCU),NY.GDP.MKTP.KN,2.67859E+12,2.91946E+12,3.06652E+12
Iceland,ISL,GDP (current LCU),NY.GDP.MKTP.CN,3.27952E+12,3.89203E+12,4.32108E+12
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,25825287184,28770206627,31325116556
Iceland,ISL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,122.4347467,133.3133122,140.9114939
Iceland,ISL,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,122.4347467,133.3133122,140.9114939
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.254209753,8.992507613,5.03717944
Iceland,ISL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,54506.72805,57933.47483,59096.44447
Iceland,ISL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,7190457.165,7642509.174,7795926.627
Iceland,ISL,GDP per capita (current LCU),NY.GDP.PCAP.CN,8803618.018,10188482.11,10985356.68
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,69325.90783,75314.08556,79636.95486
Iceland,ISL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.542825805,6.286832658,2.007422562
Iceland,ISL,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,61685.83561,65563.92087,66880.06581
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,61685.83561,73553.08914,76159.48233
Iceland,ISL,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,109880.5402,112116.095,113171.6684
Iceland,ISL,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,..,..,..
Iceland,ISL,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,..,..,..
Iceland,ISL,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,22979207482,25045614464,26307207006
Iceland,ISL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,22979207482,28097500712,29957256215
Iceland,ISL,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,3.27952E+12,3.89203E+12,4.32108E+12
Iceland,ISL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,6.372026146,8.885194567,5.699492127
Iceland,ISL,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,6.372026146,8.885194567,5.699492127
Iceland,ISL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.444239702,8.308755116,8.736302999
Iceland,ISL,Trade (% of GDP),NE.TRD.GNFS.ZS,76.2731815,91.52734175,86.79464894
Iceland,ISL,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,24.80633308,33.8392145,36.45881648
Iceland,ISL,"Trademark applications, nonresident, by count",IP.TMK.NRCT,9266,..,..
Iceland,ISL,"Trademark applications, resident, by count",IP.TMK.RSCT,1419,..,..
Iceland,ISL,Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,0.433014621,0.492111241,0.445178684
Iceland,ISL,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,19527051135,56311689273,-20332572282
Iceland,ISL,Taxes on international trade (current LCU),GC.TAX.INTT.CN,4122495708,5991368006,6155058125
Iceland,ISL,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-504998558.2,-1093866702,-441193875.2
Iceland,ISL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.801545456,4.859634189,2.197836774
Iceland,ISL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,465254287.7,1398126798,688474931.2
Iceland,ISL,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-0.153896722,1.057552693,0.78940187
Iceland,ISL,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,-39744270.44,304260095.1,247281056
Iceland,ISL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,8.217809677,7.139665127,..
Iceland,ISL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,15.40631294,14.89868927,..
Iceland,ISL,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..
Iceland,ISL,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..
Iceland,ISL,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,..,..,..
India,IND,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2.77935E+12,2.97354E+12,3.21597E+12
India,IND,GDP (constant LCU),NY.GDP.MKTP.KN,1.50218E+14,1.60714E+14,1.73817E+14
India,IND,GDP (current LCU),NY.GDP.MKTP.CN,2.35974E+14,2.69496E+14,2.95357E+14
India,IND,GDP (current US$),NY.GDP.MKTP.CD,3.16727E+12,3.35347E+12,3.56755E+12
India,IND,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,157.0872056,167.6866853,169.9237107
India,IND,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,157.0872056,167.6866853,169.9237107
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.689592492,6.987039326,8.152936311
India,IND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1965.309434,2086.076886,2236.312793
India,IND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,106221.2196,112748.4696,120868.4333
India,IND,GDP per capita (current LCU),NY.GDP.PCAP.CN,166859.9457,189064.1715,205384.1269
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,2239.613844,2352.613925,2480.792087
India,IND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,8.790934477,6.144958608,7.201839391
India,IND,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,8050.018575,8544.688884,9160.063654
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8050.018575,9153.880842,10166.24341
India,IND,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,22095.29914,22493.65128,23339.60475
India,IND,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,..,..,..
India,IND,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,..,..,..
India,IND,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,1.13844E+13,1.21798E+13,1.31728E+13
India,IND,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.13844E+13,1.30482E+13,1.46198E+13
India,IND,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,2.35974E+14,2.69496E+14,2.95357E+14
India,IND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,8.354907715,6.747513083,1.334050656
India,IND,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,8.354907715,6.747513083,1.334050656
India,IND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.131407472,6.699034141,5.649143189
India,IND,Trade (% of GDP),NE.TRD.GNFS.ZS,45.42308878,49.96531997,45.92185022
India,IND,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,11.95443976,14.49887633,14.46191766
India,IND,"Trademark applications, nonresident, by count",IP.TMK.NRCT,52878,..,..
India,IND,"Trademark applications, resident, by count",IP.TMK.RSCT,435581,..,..
India,IND,Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,..,5.493490428,..
India,IND,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,-2.36539E+12,-4.50628E+12,-30053360955
India,IND,Taxes on international trade (current LCU),GC.TAX.INTT.CN,..,1.34649E+12,..
India,IND,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-27488543123,-35408008686,-14200416754
India,IND,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.41217101,1.489211205,0.787065923
India,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,44727277563,49940258404,28078983530
India,IND,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.544277281,0.433349562,0.389022165
India,IND,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,17238734439,14532249718,13878566777
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.635141373,4.120728493,..
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,14.64736176,14.15547466,..
India,IND,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..
India,IND,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..
India,IND,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,..,..,..
Indonesia,IDN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.06571E+12,1.12227E+12,1.17892E+12
Indonesia,IDN,GDP (constant LCU),NY.GDP.MKTP.KN,1.11E+16,1.17E+16,1.23E+16
Indonesia,IDN,GDP (current LCU),NY.GDP.MKTP.CN,1.70E+16,1.96E+16,2.09E+16
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1.18651E+12,1.31908E+12,1.37117E+12
Indonesia,IDN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,152.6678081,167.2730592,169.8374784
Indonesia,IDN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,152.6678081,167.2730592,169.8374784
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.702885628,5.307419348,5.048105771
Indonesia,IDN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3850.688773,4024.920743,4192.623902
Indonesia,IDN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,40179715.02,41997725.08,43747610.76
Indonesia,IDN,GDP per capita (current LCU),NY.GDP.PCAP.CN,61341490.21,70250879.52,74299838.98
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,4287.17314,4730.745489,4876.314327
Indonesia,IDN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.974761922,4.524696236,4.166620162
Indonesia,IDN,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,12757.07464,13334.29352,13889.88288
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12757.07464,14284.95942,15415.60579
Indonesia,IDN,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,27058.71048,27580.86032,28576.7297
Indonesia,IDN,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,..,..,..
Indonesia,IDN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,..,..,..
Indonesia,IDN,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,3.53062E+12,3.71801E+12,3.9057E+12
Indonesia,IDN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3.53062E+12,3.98308E+12,4.33472E+12
Indonesia,IDN,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,1.70E+16,1.96E+16,2.09E+16
Indonesia,IDN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,6.003973221,9.566686845,1.533073673
Indonesia,IDN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,6.003973221,9.566686845,1.533073673
Indonesia,IDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.560129905,4.209463834,3.670131424
Indonesia,IDN,Trade (% of GDP),NE.TRD.GNFS.ZS,40.20475827,45.46589868,41.31566676
Indonesia,IDN,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,3.582023575,5.031721567,6.168144838
Indonesia,IDN,"Trademark applications, nonresident, by count",IP.TMK.NRCT,35760,..,..
Indonesia,IDN,"Trademark applications, resident, by count",IP.TMK.RSCT,91362,..,..
Indonesia,IDN,Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,3.631205993,3.021927634,..
Indonesia,IDN,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,-5.92392E+13,-2.82257E+13,-2.49953E+14
Indonesia,IDN,Taxes on international trade (current LCU),GC.TAX.INTT.CN,7.3017E+13,9.01479E+13,..
Indonesia,IDN,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-17286354128,-18067207971,-14984439684
Indonesia,IDN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.787855631,1.872676381,1.610733602
Indonesia,IDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,21213080330,24702029705,22085914486
Indonesia,IDN,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.330947672,0.502990001,0.517913084
Indonesia,IDN,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,3926726202,6634821734,7101474802
Indonesia,IDN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.032217503,0.863943338,1.275170922
Indonesia,IDN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,16.06781578,13.93261433,..
Indonesia,IDN,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..
Indonesia,IDN,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..
Indonesia,IDN,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,..,..,..
"Iran, Islamic Rep.",IRN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4.71074E+11,4.88865E+11,5.13527E+11
"Iran, Islamic Rep.",IRN,GDP (constant LCU),NY.GDP.MKTP.KN,1.52E+16,1.58E+16,1.66E+16
"Iran, Islamic Rep.",IRN,GDP (current LCU),NY.GDP.MKTP.CN,6.68E+16,1.04E+17,1.43E+17
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,3.83436E+11,3.94363E+11,4.04626E+11
"Iran, Islamic Rep.",IRN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,438.0332096,659.6133953,860.7502322
"Iran, Islamic Rep.",IRN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,438.0332096,659.6133953,860.7502322
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.719777732,3.776631402,5.044890511
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5325.546805,5460.694571,5667.526478
"Iran, Islamic Rep.",IRN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,172337124.6,176710568,183403742.9
"Iran, Islamic Rep.",IRN,GDP per capita (current LCU),NY.GDP.PCAP.CN,754893838.1,1165606577,1578648143
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,4334.792686,4405.092915,4465.63767
"Iran, Islamic Rep.",IRN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.85313179,2.53772563,3.787648345
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,14951.89487,15331.33294,15912.02992
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14951.89487,16424.37739,17659.87393
"Iran, Islamic Rep.",IRN,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,52528.25309,53930.19807,55920.48524
"Iran, Islamic Rep.",IRN,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,..,..,..
"Iran, Islamic Rep.",IRN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,..,..,..
"Iran, Islamic Rep.",IRN,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,1.32258E+12,1.37253E+12,1.44177E+12
"Iran, Islamic Rep.",IRN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.32258E+12,1.47038E+12,1.60014E+12
"Iran, Islamic Rep.",IRN,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,6.68E+16,1.04E+17,1.43E+17
